"Brand","Brand ID","Month and Year","Affiliate","Impressions","Clicks","Signups","NDC","fdt","Net Revenue","Earnings"
"Bilyoner","6","Feb-24","mobilbahistr","411","11,721","44","69","126","€ 1,068,845.04","€ 0.00"
"Bilyoner","6","Feb-24","dodono","0","39","0","0","1","€ 4,940.86","€ 2,470.43"
"Bilyoner","6","Feb-24","bahiscisiteleri","0","0","0","0","0","-€ 185.65","€ 0.00"
"Bilyoner","6","Feb-24","ufe","0","45","5","0","0","€ 2,059.34","€ 514.84"
"Bilyoner","6","Feb-24","svstngc","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","zonedevrim","0","1","0","0","0","€ 114.17","€ 28.54"
"Bilyoner","6","Feb-24","mevrenol","0","591","0","0","0","€ 2,612.61","€ 914.41"
"Bilyoner","6","Feb-24","Redirk","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","ahasta7","0","0","0","2","2","€ 129.96","€ 32.49"
"Bilyoner","6","Feb-24","Adanademir01","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","hayatimbahis","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","wordpressreklam","0","3","0","0","1","€ 362.29","€ 90.57"
"Bilyoner","6","Feb-24","metinmd","0","0","0","0","0","-€ 87.13","€ 0.00"
"Bilyoner","6","Feb-24","savekonq","0","8","0","0","0","-€ 1,510.80","€ 0.00"
"Bilyoner","6","Feb-24","govercinweb","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","mtamosh","0","0","0","0","0","€ 1,883.41","€ 470.85"
"Bilyoner","6","Feb-24","Tunctest","0","0","0","0","0","-€ 1,391.34","€ 0.00"
"Bilyoner","6","Feb-24","wetaa47","0","1","0","0","0","€ 107.55","€ 0.00"
"Bilyoner","6","Feb-24","GuruSEO","0","4,323","2","2","2","€ 2,394.56","€ 598.64"
"Bilyoner","6","Feb-24","kaan1905","192","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","g-xeser","0","4","0","0","1","€ 4,541.79","€ 1,175.45"
"Bilyoner","6","Feb-24","bonusrehberim","0","189","14","0","0","€ 1,307.03","€ 326.76"
"Bilyoner","6","Feb-24","Shevek","0","11","0","0","0","-€ 5.20","€ 0.00"
"Bilyoner","6","Feb-24","berkayb24","0","7","0","1","2","€ 4,954.27","€ 1,439.99"
"Bilyoner","6","Feb-24","Colpday","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","dfsboss","0","1","0","0","0","-€ 7,726.79","€ 0.00"
"Bilyoner","6","Feb-24","Jsam","0","43","9","0","0","-€ 570.13","€ 0.00"
"Bilyoner","6","Feb-24","ruletmania","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","eymenia","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","redav51","0","4","0","0","0","€ 12,050.97","€ 3,012.74"
"Bilyoner","6","Feb-24","dodos2","0","3","0","0","0","-€ 0.09","€ 0.00"
"Bilyoner","6","Feb-24","ahmet10299","0","4,825","44","34","34","-€ 107.25","€ 0.00"
"Bilyoner","6","Feb-24","JavidNuri","0","2","0","0","0","-€ 644.12","€ 0.00"
"Bilyoner","6","Feb-24","kadircan07","175","0","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahisrehberi3","0","0","0","0","0","€ 1,692.42","€ 423.10"
"Bilyoner","6","Feb-24","canbets","0","52","0","1","2","€ 12,959.54","€ 3,259.88"
"Bilyoner","6","Feb-24","ates666","0","3","0","0","0","€ 171.35","€ 0.00"
"Bilyoner","6","Feb-24","bahisideal","0","16","0","0","0","€ 88.47","€ 22.12"
"Bilyoner","6","Feb-24","onlinebetsiteleri","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahisxmarketing","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","anlkad","0","0","0","0","0","€ 477.39","€ 0.00"
"Bilyoner","6","Feb-24","affilimeog","0","381","3","1","1","-€ 388.27","€ 0.00"
"Bilyoner","6","Feb-24","recep88","0","1","0","0","0","€ 14.52","€ 3.63"
"Bilyoner","6","Feb-24","bahissiteleri1og","0","0","0","0","0","€ 19,112.99","€ 0.00"
"Bilyoner","6","Feb-24","bonusbet","0","235","26","0","0","-€ 14.80","€ 0.00"
"Bilyoner","6","Feb-24","canlimacburda","0","0","0","0","0","€ 45.37","€ 11.34"
"Bilyoner","6","Feb-24","mirage82","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","akutlu","0","0","0","0","1","-€ 11,767.15","€ 0.00"
"Bilyoner","6","Feb-24","hdtaraftartv","0","37","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","darkmine","0","0","0","0","0","€ 941.08","€ 235.27"
"Bilyoner","6","Feb-24","kayamix","0","12","0","0","0","-€ 60.89","€ 0.00"
"Bilyoner","6","Feb-24","kilroy","0","1","0","0","0","-€ 39.14","€ 0.00"
"Bilyoner","6","Feb-24","bahissiteleri3","0","6","0","0","0","-€ 4,143.83","€ 0.00"
"Bilyoner","6","Feb-24","turboluck","0","10","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahissiteleri0","0","1","0","0","0","€ 162.00","€ 40.50"
"Bilyoner","6","Feb-24","bahislokalcom","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","medwin","0","30","5","3","5","-€ 8,329.20","€ 0.00"
"Bilyoner","6","Feb-24","mybetting","0","2,404","39","14","16","€ 12,807.78","€ 3,201.94"
"Bilyoner","6","Feb-24","crescentinc41","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Guvenilenbahissiteleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","johnreese","0","451","67","4","4","€ 2,872.83","€ 718.21"
"Bilyoner","6","Feb-24","smtdmrll","0","1","0","0","0","€ 3.68","€ 0.92"
"Bilyoner","6","Feb-24","Betlantis","0","0","0","0","0","€ 253.92","€ 63.48"
"Bilyoner","6","Feb-24","slhbyc","0","0","0","0","0","€ 37.61","€ 9.40"
"Bilyoner","6","Feb-24","Jessepinkman","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Bahiservisi","0","756","7","4","4","€ 3,406.84","€ 851.71"
"Bilyoner","6","Feb-24","Admedia2","0","163","0","2","3","€ 7,788.29","€ 0.00"
"Bilyoner","6","Feb-24","canlibahis100","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","exdeon","0","10","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bva3","0","226","0","1","4","€ 30,920.66","€ 7,730.17"
"Bilyoner","6","Feb-24","bahisskor","0","2","0","0","0","€ 305.35","€ 0.00"
"Bilyoner","6","Feb-24","illegalbahis2","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Petaleads","0","1","0","3","3","€ 19,781.19","€ 5,035.30"
"Bilyoner","6","Feb-24","bahistutkusu","0","0","0","0","0","€ 385.47","€ 96.37"
"Bilyoner","6","Feb-24","otukenaff","0","40","0","0","0","€ 0.10","€ 0.02"
"Bilyoner","6","Feb-24","foobatvhd","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","ericmaltas","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","sahinakca","0","0","0","0","0","€ 7.07","€ 1.77"
"Bilyoner","6","Feb-24","Direct-Marketing","0","2,035,814","9","11","19","€ 88,773.74","€ 0.00"
"Bilyoner","6","Feb-24","fuatbahisci","0","17","0","0","0","-€ 23.86","€ 0.00"
"Bilyoner","6","Feb-24","yenigiris1","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bbalbbal","0","5","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","war_marketing","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Bahiscasino","2","333","0","0","0","€ 70,300.59","€ 0.00"
"Bilyoner","6","Feb-24","casinomaster","0","0","0","0","1","€ 6,150.24","€ 50.00"
"Bilyoner","6","Feb-24","Alfaleads","0","0","0","0","0","-€ 1,274.13","€ 0.00"
"Bilyoner","6","Feb-24","compaycom","0","1","0","0","0","€ 1,489.73","€ 372.43"
"Bilyoner","6","Feb-24","betajans","0","351","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","skorbonus","0","572","0","0","0","-€ 531.99","€ 0.00"
"Bilyoner","6","Feb-24","gamblingpro1","0","0","0","0","3","€ 2,037.04","€ 0.00"
"Bilyoner","6","Feb-24","bahismerkez","0","90,315","1,325","568","573","€ 109,848.48","€ 70,450.44"
"Bilyoner","6","Feb-24","barans","0","2","0","0","0","-€ 788.64","€ 0.00"
"Bilyoner","6","Feb-24","adcombo","0","0","0","0","0","-€ 3,293.22","€ 120.00"
"Bilyoner","6","Feb-24","jetonmarketing","0","0","0","0","0","€ 31,518.69","€ 0.00"
"Bilyoner","6","Feb-24","maxigo22Turk","0","0","0","0","0","€ 621.96","€ 155.49"
"Bilyoner","6","Feb-24","BKizle","0","0","0","0","1","€ 807.32","€ 221.83"
"Bilyoner","6","Feb-24","MPLYT","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","sherchie","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","slotanaliz","0","0","0","0","0","€ 42.65","€ 10.66"
"Bilyoner","6","Feb-24","tekeliengin","0","172","1","0","1","-€ 1,398.96","€ 0.00"
"Bilyoner","6","Feb-24","dosemarketing","0","15","2","1","1","€ 5.12","€ 1.28"
"Bilyoner","6","Feb-24","KRAL0707","0","10","0","0","0","-€ 51.92","€ 0.00"
"Bilyoner","6","Feb-24","setisteb","0","0","0","0","0","€ 0.07","€ 0.02"
"Bilyoner","6","Feb-24","mfidan","0","0","0","0","0","€ 4.80","€ 1.20"
"Bilyoner","6","Feb-24","casinobetgames","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","okyanus","0","0","0","0","0","-€ 267.39","€ 0.00"
"Bilyoner","6","Feb-24","kriptomac","0","78","0","0","0","-€ 0.10","€ 0.00"
"Bilyoner","6","Feb-24","jurax","0","7","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","AdsGoogle","0","206,719","1,280","97","97","€ 3,344.92","€ 0.00"
"Bilyoner","6","Feb-24","bogdanyollo","0","0","0","0","0","€ 38.10","€ 0.00"
"Bilyoner","6","Feb-24","Bahisevi","0","11","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","EagleStormBet","0","0","0","0","0","€ 1,711.18","€ 427.80"
"Bilyoner","6","Feb-24","nister","0","260","0","0","0","€ 2,176.65","€ 544.16"
"Bilyoner","6","Feb-24","dackjaniels","0","0","0","0","0","€ 294.65","€ 73.66"
"Bilyoner","6","Feb-24","betforumu","0","172","1","1","1","€ 157.46","€ 39.36"
"Bilyoner","6","Feb-24","sheqiLL38","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","GoLPaSIAff","0","1","0","0","0","€ 286.28","€ 71.57"
"Bilyoner","6","Feb-24","grnd5","0","1,300","2","1","2","€ 6,022.33","€ 1,565.56"
"Bilyoner","6","Feb-24","ogetay","0","0","0","0","0","€ 1,737.41","€ 434.35"
"Bilyoner","6","Feb-24","gamblingpro2","0","0","0","0","0","€ 1,853.76","€ 0.00"
"Bilyoner","6","Feb-24","hargucom","0","10","0","0","0","€ 405.12","€ 101.28"
"Bilyoner","6","Feb-24","hmehmetozsoy","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","dgknmglkc","0","0","0","0","0","-€ 47.87","€ 0.00"
"Bilyoner","6","Feb-24","uzmanevrenyildiz","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Redos","0","1","0","0","0","-€ 0.07","€ 0.00"
"Bilyoner","6","Feb-24","AdastraAdvert","0","0","0","0","0","€ 1,520.89","€ 380.22"
"Bilyoner","6","Feb-24","Greencapemedia2020","0","6","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","burkinaburki","4","0","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Instructor","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahiscisite","0","164","0","1","1","€ 3,495.43","€ 873.86"
"Bilyoner","6","Feb-24","mdikyurt","1","0","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Maksimx","0","0","0","0","0","€ 268.57","€ 67.14"
"Bilyoner","6","Feb-24","bosslayf1","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","caca120","0","11","1","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Bankoevi","0","1","0","1","2","€ 8,451.03","€ 2,301.64"
"Bilyoner","6","Feb-24","ekinoks","0","1","0","0","0","€ 482.20","€ 120.55"
"Bilyoner","6","Feb-24","arkataraf","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","lebronjames","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahisteyizaff","0","1","0","0","0","€ 27.60","€ 6.90"
"Bilyoner","6","Feb-24","dalmorewedden","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","forumtuttur","0","14","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","seoleo","0","68","0","0","0","-€ 1,243.13","€ 0.00"
"Bilyoner","6","Feb-24","RaymondNeat","0","207","3","7","8","€ 26,957.04","€ 0.00"
"Bilyoner","6","Feb-24","thecokan","0","0","0","0","0","€ 587.97","€ 146.99"
"Bilyoner","6","Feb-24","Ragxnox","0","5","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","kacakseo","0","7","0","0","0","€ 4.15","€ 1.04"
"Bilyoner","6","Feb-24","hazard13","0","112","0","0","0","€ 163.46","€ 40.86"
"Bilyoner","6","Feb-24","essoshq","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","XSoccermania","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","firelink","0","37","2","0","0","€ 32.64","€ 8.16"
"Bilyoner","6","Feb-24","alfasearch","0","89","0","0","0","€ 3,640.80","€ 910.20"
"Bilyoner","6","Feb-24","maydin","0","0","0","0","0","€ 171.64","€ 42.91"
"Bilyoner","6","Feb-24","cancanaffiliates","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","casinotiger","0","0","0","1","1","-€ 3,475.10","€ 25.00"
"Bilyoner","6","Feb-24","bahisloca","0","53","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","aig1881","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","ibrahim1319","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Agathor","0","6","0","0","0","€ 4,140.94","€ 1,035.24"
"Bilyoner","6","Feb-24","casinodelisi","0","0","0","0","0","€ 48.67","€ 12.17"
"Bilyoner","6","Feb-24","yusufpeker","0","0","0","0","0","€ 66.74","€ 16.68"
"Bilyoner","6","Feb-24","SofiaVortex","0","0","0","0","0","-€ 0.11","€ 0.00"
"Bilyoner","6","Feb-24","best0727","0","4","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","forumnesine","0","0","0","0","0","-€ 0.01","€ 0.00"
"Bilyoner","6","Feb-24","AyhanKeresteciler","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","basbah","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","sanliasker","2","4","0","0","0","€ 133.69","€ 33.42"
"Bilyoner","6","Feb-24","bozo477","0","0","0","0","0","€ 0.06","€ 0.02"
"Bilyoner","6","Feb-24","vakkas21","0","2","0","0","0","-€ 139.11","€ 0.00"
"Bilyoner","6","Feb-24","vityy2222","0","41","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","theholigan","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahisoynaturkiye","0","0","0","0","0","€ 10.90","€ 2.72"
"Bilyoner","6","Feb-24","blackreklam0","0","9","0","4","4","€ 18,294.91","€ 4,573.73"
"Bilyoner","6","Feb-24","burakcakioglu2","0","2","0","0","0","-€ 814.83","€ 0.00"
"Bilyoner","6","Feb-24","ahmettoprak34","0","0","0","0","0","€ 504.06","€ 0.00"
"Bilyoner","6","Feb-24","vvvkos","0","496","1","1","1","€ 103.37","€ 25.84"
"Bilyoner","6","Feb-24","Canlibahis26","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","maviakrep","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","spartacus13","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Selimm12","0","0","0","0","0","€ 150.88","€ 37.72"
"Bilyoner","6","Feb-24","hdfilmplus","1,150","64","0","0","0","-€ 51.51","€ 0.00"
"Bilyoner","6","Feb-24","senkazandiye","0","1","0","0","0","-€ 1,251.75","€ 0.00"
"Bilyoner","6","Feb-24","bahisavcisii","0","3","0","0","0","€ 0.07","€ 0.02"
"Bilyoner","6","Feb-24","yandexxmarketing","0","0","0","0","0","€ 866.70","€ 216.68"
"Bilyoner","6","Feb-24","DOSTFORUM","0","1","0","0","0","€ 0.05","€ 0.01"
"Bilyoner","6","Feb-24","ceynous","0","1","0","0","0","-€ 57.84","€ 0.00"
"Bilyoner","6","Feb-24","aslankral","0","0","0","0","0","-€ 3,609.05","€ 0.00"
"Bilyoner","6","Feb-24","AlparslanKalay","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","dilayvarlik555","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","theboyinrulette","0","180","1","1","1","€ 709.23","€ 177.31"
"Bilyoner","6","Feb-24","destekforummackolik","0","14","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","tipsterwinn","0","9","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bolkodab12","0","0","0","0","0","€ 230.70","€ 57.68"
"Bilyoner","6","Feb-24","Greenman38","0","9","0","0","0","-€ 132.66","€ 0.00"
"Bilyoner","6","Feb-24","RootAff88","0","43","0","1","1","€ 914.39","€ 0.00"
"Bilyoner","6","Feb-24","vuzakakaef","0","0","0","0","0","€ 529.59","€ 132.40"
"Bilyoner","6","Feb-24","skorradari","0","0","0","0","0","€ 19.25","€ 4.81"
"Bilyoner","6","Feb-24","GC1984","0","87","3","3","3","€ 46.66","€ 11.66"
"Bilyoner","6","Feb-24","elcasino","0","0","0","1","1","€ 519.35","€ 129.84"
"Bilyoner","6","Feb-24","katsuya","0","72","0","0","0","-€ 6.77","€ 0.00"
"Bilyoner","6","Feb-24","Sergeybeys","0","0","0","0","0","€ 3,453.14","€ 863.28"
"Bilyoner","6","Feb-24","ivesa","0","5","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","bahisedairforum","0","6","1","1","1","€ 36.55","€ 9.14"
"Bilyoner","6","Feb-24","bonusschoolbs","0","250","2","1","1","-€ 20.09","€ 0.00"
"Bilyoner","6","Feb-24","BonusaGelAffiliate","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","brkyrlmz","0","0","0","0","0","€ 527.61","€ 131.90"
"Bilyoner","6","Feb-24","Creative_DMG","0","7","1","1","1","€ 149.00","€ 37.25"
"Bilyoner","6","Feb-24","karoaskupakizi","0","1","0","0","0","€ 1,107.09","€ 276.77"
"Bilyoner","6","Feb-24","casinoavcisi","0","46","1","0","0","€ 104.84","€ 26.21"
"Bilyoner","6","Feb-24","reenueirealm","0","30","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Bahisklavuz4","0","0","0","0","0","€ 23.82","€ 5.96"
"Bilyoner","6","Feb-24","wildcasino","0","72","12","11","11","-€ 1,558.48","€ 0.00"
"Bilyoner","6","Feb-24","bugra","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Bahislideriforum","0","7","0","0","0","€ 1.60","€ 0.40"
"Bilyoner","6","Feb-24","cpagen","0","0","0","1","1","€ 234.14","€ 93.54"
"Bilyoner","6","Feb-24","system3233","142","65","1","2","2","€ 1,919.02","€ 0.00"
"Bilyoner","6","Feb-24","Bonusdost1","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","RuletFatihi","0","0","0","0","0","€ 24.57","€ 6.14"
"Bilyoner","6","Feb-24","Casinoesmer","0","0","0","0","0","€ 504.60","€ 126.15"
"Bilyoner","6","Feb-24","Bahisforumex","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Randomovie","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Extrauk","0","11","0","0","0","€ 10.88","€ 2.72"
"Bilyoner","6","Feb-24","le1010","0","0","0","0","0","€ 302.75","€ 75.69"
"Bilyoner","6","Feb-24","Denizbulut","0","65","0","2","2","€ 1,835.90","€ 458.98"
"Bilyoner","6","Feb-24","sonmez","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","fsakbas","0","0","0","0","0","€ 36.60","€ 9.15"
"Bilyoner","6","Feb-24","Ckmkrz","0","94","17","2","2","€ 57.66","€ 14.42"
"Bilyoner","6","Feb-24","Maxim3snet1","0","3,324","6","7","7","€ 28,328.10","€ 325.00"
"Bilyoner","6","Feb-24","Bonuseksper","0","6","0","0","0","€ 559.39","€ 139.85"
"Bilyoner","6","Feb-24","zeroposition","0","72","4","1","1","€ 40.00","€ 10.00"
"Bilyoner","6","Feb-24","ardaturam01","0","12","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Advidi","0","0","0","0","0","€ 42.45","€ 0.00"
"Bilyoner","6","Feb-24","firogang","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Casinosamir","0","654","6","7","7","€ 4,466.15","€ 1,116.54"
"Bilyoner","6","Feb-24","thestasiaa","0","1","0","1","1","€ 1,916.03","€ 0.00"
"Bilyoner","6","Feb-24","bahiscisikayetci","0","2,429","431","54","54","-€ 522.13","€ 0.00"
"Bilyoner","6","Feb-24","bonusreklamlari","0","0","0","1","1","€ 1.89","€ 0.47"
"Bilyoner","6","Feb-24","worldigi","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","timurlang","0","3","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","izbirakan","0","6","0","1","1","€ 4.89","€ 1.22"
"Bilyoner","6","Feb-24","Excelanc","0","18","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","osmanosanc","0","0","0","0","0","€ 52.15","€ 13.04"
"Bilyoner","6","Feb-24","mama94","0","1","0","0","0","€ 0.02","€ 0.00"
"Bilyoner","6","Feb-24","projectfy","0","26,637","39","22","22","€ 5,729.42","€ 0.00"
"Bilyoner","6","Feb-24","AlfaleadsCPA","0","20,665","1,326","580","580","€ 63,237.06","€ 22,760.00"
"Bilyoner","6","Feb-24","dodge58","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Atashk","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","haba99","0","803","49","17","17","€ 667.19","€ 977.24"
"Bilyoner","6","Feb-24","kimene","0","12","1","1","1","€ 72.56","€ 18.14"
"Bilyoner","6","Feb-24","watch3x","0","2,431","1","2","2","€ 6,512.19","€ 75.33"
"Bilyoner","6","Feb-24","Bilgibizden1","0","29","1","0","0","€ 0.02","€ 0.00"
"Bilyoner","6","Feb-24","guneycall1534","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","makasmakas","0","320","5","2","2","€ 93.56","€ 23.39"
"Bilyoner","6","Feb-24","vipbahisforum","644","27","0","0","0","-€ 31.57","€ 0.00"
"Bilyoner","6","Feb-24","bahiscipablo","0","0","0","0","0","-€ 56.80","€ 0.00"
"Bilyoner","6","Feb-24","trexpressmarketing2","0","2","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Lgaming","0","6","0","1","1","€ 6,477.68","€ 40.00"
"Bilyoner","6","Feb-24","ramizday1","80","22","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Napolyon34","0","5","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","heylinkmemarsbahis","0","21","1","0","0","€ 42.39","€ 10.60"
"Bilyoner","6","Feb-24","vurgun","0","47","0","0","0","€ 1,209.33","€ 302.33"
"Bilyoner","6","Feb-24","Adv_001","0","13,281","67","32","32","€ 5,974.46","€ 0.00"
"Bilyoner","6","Feb-24","Adv_002","0","20","1","10","10","€ 678.30","€ 0.00"
"Bilyoner","6","Feb-24","Adv_003","0","16,382","43","16","16","€ 743.23","€ 0.00"
"Bilyoner","6","Feb-24","Adv_004","0","14,328","59","30","30","€ 158.61","€ 0.00"
"Bilyoner","6","Feb-24","Adv_005","0","75","1","0","0","€ 9.45","€ 0.00"
"Bilyoner","6","Feb-24","Adv_006","0","101","0","1","1","€ 252.24","€ 0.00"
"Bilyoner","6","Feb-24","Bonusozel","0","0","0","0","0","€ 0.07","€ 0.02"
"Bilyoner","6","Feb-24","Ogz07","0","11","0","0","0","€ 1.23","€ 0.31"
"Bilyoner","6","Feb-24","Adv_007","0","22,961","103","52","52","€ 241.01","€ 0.00"
"Bilyoner","6","Feb-24","Adv_008","0","2,713","343","10","10","€ 48.06","€ 0.00"
"Bilyoner","6","Feb-24","Adv_009","0","140","1","0","0","€ 132.57","€ 0.00"
"Bilyoner","6","Feb-24","Adv_010","0","162","5","5","5","-€ 1,643.23","€ 0.00"
"Bilyoner","6","Feb-24","Adv_011","0","18,775","310","72","72","€ 25.37","€ 0.00"
"Bilyoner","6","Feb-24","Adv_012","0","70","3","1","1","€ 2,275.43","€ 0.00"
"Bilyoner","6","Feb-24","sharkk01","0","0","0","0","0","-€ 5.07","€ 0.00"
"Bilyoner","6","Feb-24","Betproff","0","11","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","Xzoosite","0","12","1","0","0","-€ 270.28","€ 0.00"
"Bilyoner","6","Feb-24","affiliateprogram73","0","35","0","0","0","€ 0.10","€ 0.02"
"Bilyoner","6","Feb-24","tamkumarbaz","0","70","4","4","4","€ 568.82","€ 142.20"
"Bilyoner","6","Feb-24","reception87","0","158","9","6","6","€ 92.12","€ 23.03"
"Bilyoner","6","Feb-24","forum365","0","0","0","0","0","€ 0.04","€ 0.01"
"Bilyoner","6","Feb-24","pinkmanbets","0","1","0","0","0","€ 0.00","€ 0.00"
"Bilyoner","6","Feb-24","viponlinebahis","0","1,333","72","16","16","€ 590.41","€ 147.60"
"Bilyoner","6","Feb-24","dmidd47","0","0","0","0","0","-€ 80.94","€ 0.00"
"Bilyoner","6","Feb-24","Askeroca123","0","127","8","0","0","-€ 194.56","€ 0.00"
"Bilyoner","6","Feb-24","casimedya","0","2","0","1","1","€ 556.24","€ 139.06"
"Bilyoner","6","Feb-24","Mobilebahislink","0","7","0","0","0","€ 0.00","€ 0.00"
